model_harness,failure_mode,n_runs,n_evals,pass_n,pass_rate,pass_rate_wilson_low,pass_rate_wilson_high,mean_score,median_score,timeout_rate,oom_rate,median_duration_s,p90_duration_s,mean_duration_s,nonmissing_cost_n,mean_total_cost
gpt-5.4_openai-codex,normalization_representation.latent_basis_or_embedding_provenance_mismatch,3,1,0,0.0,0.0,0.5615060804490177,0.5555555555555556,0.5,0.0,0.0,2511.99,3535.598,2426.226666666667,0,
gpt-5.4_openai-codex,normalization_representation.library_chemistry_read_layout_or_file_structure_mismatch,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.736026936026936,0.7272727272727273,0.0,0.0,1107.17,4921.05,1813.401111111111,0,
gpt-5.4_openai-codex,normalization_representation.wrong_data_layer_or_preprocessing,15,5,6,0.4,0.19824228082594664,0.642535572434923,0.6611111111111112,0.5,0.0,0.0,184.11,2024.4659999999994,790.5820000000002,0,
gpt-5.4_openai-codex,other.unclassified_or_mixed,3,1,0,0.0,0.0,0.5615060804490177,0.75,0.75,0.0,0.0,1175.65,1218.642,1106.0633333333335,0,
gpt-5.4_openai-codex,qc_control_artifact.technical_artifact_control_or_detection_bias_as_biology,6,2,2,0.3333333333333333,0.09676933255921683,0.7000116786584712,0.7222222222222223,0.75,0.0,0.0,595.11,3151.745,1291.1266666666668,0,
gpt-5.4_openai-codex,replicate_unit_of_analysis.pooled_vs_stratified_analysis_error,12,4,3,0.25,0.08894003962896138,0.53231033912066,0.6962121212121213,0.6727272727272727,0.0,0.0,395.565,1909.998,805.9133333333334,0,
gpt-5.4_openai-codex,rubric_reviewer_dispute.valid_alternative_rubric_tolerance_or_version_problem,3,1,0,0.0,0.0,0.5615060804490177,0.5555555555555556,0.5,0.0,0.0,2511.99,3535.598,2426.226666666667,0,
gpt-5.4_openai-codex,subset_scope_compartment.wrong_denominator_reference_or_abundance_base,18,6,9,0.5,0.2903070395897999,0.7096929604102,0.8072089947089949,0.9285714285714286,0.0,0.0,809.81,8349.086000000001,2312.4733333333334,0,
gpt-5.4_openai-codex,subset_scope_compartment.wrong_entity_cell_cluster_or_region_subset,3,1,2,0.6666666666666666,0.2076549551264879,0.9385096847238394,0.9444444444444445,1.0,0.0,0.0,756.36,841.88,788.6033333333334,0,
gpt-5.4_openai-codex,subset_scope_compartment.wrong_sample_roi_condition_or_timepoint,3,1,0,0.0,0.0,0.5615060804490177,0.25,0.25,0.0,0.0,2695.52,3902.3200000000006,2693.57,0,
gpt-5.4_openai-codex,threshold_resolution_instability.threshold_resolution_topk_or_significance_instability,27,9,8,0.2962962962962963,0.15852853317647564,0.4848103338083759,0.65172759339426,0.6666666666666666,0.0,0.0,1000.27,2356.1000000000004,1304.4914814814813,0,
gpt-5.5_openai-codex,ambiguity_definition.under_specified_dataset_task_entity_or_output,3,1,0,0.0,0.0,0.5615060804490177,0.4583333333333333,0.375,0.0,0.0,1125.6,1228.0,1106.3033333333333,0,
gpt-5.5_openai-codex,biological_interpretation.prior_driven_or_overclaimed_biological_interpretation,24,8,14,0.5833333333333334,0.3883433764938864,0.7553265275346177,0.8482142857142857,1.0,0.0,0.0,712.625,6020.173999999996,1802.4679166666667,0,
gpt-5.5_openai-codex,biological_interpretation.sign_direction_temporal_or_trajectory_orientation_error,6,2,0,0.0,0.0,0.3903430336530645,0.6666666666666666,0.6666666666666667,0.0,0.0,342.16499999999996,706.295,374.6666666666667,0,
gpt-5.5_openai-codex,biological_interpretation.state_identity_program_or_function_conflation,9,3,2,0.2222222222222222,0.06322376231222723,0.5474166563271946,0.6388888888888888,0.8,0.0,0.0,693.17,2372.014,1006.3011111111113,0,
gpt-5.5_openai-codex,metric_statistic_mismatch.mechanical_depth_detection_or_sample_size_confound,6,2,6,1.0,0.6096569663469354,0.9999999999999999,1.0,1.0,0.0,0.0,3883.07,8641.460000000001,4200.693333333334,0,
gpt-5.5_openai-codex,metric_statistic_mismatch.null_background_or_control_calibration_error,12,4,3,0.25,0.08894003962896138,0.53231033912066,0.7957671957671958,0.8285714285714285,0.0,0.0,557.095,773.5020000000001,651.72,0,
gpt-5.5_openai-codex,metric_statistic_mismatch.pathway_program_or_score_method_mismatch,9,3,4,0.4444444444444444,0.188775429471914,0.7333526542559703,0.7453703703703703,0.6666666666666666,0.0,0.0,830.17,1151.1999999999998,840.7566666666667,0,
gpt-5.5_openai-codex,metric_statistic_mismatch.wrong_metric_summary_rank_or_association,42,14,13,0.30952380952380953,0.1907092651972273,0.46026277766340595,0.7050170068027212,0.7636363636363637,0.0,0.0,724.15,2251.1079999999997,1380.2566666666664,0,
gpt-5.5_openai-codex,normalization_representation.feature_namespace_or_identifier_mismatch,18,6,0,0.0,0.0,0.1758845505823749,0.5758838383838385,0.6306818181818181,0.0,0.0,930.975,1831.983,1110.4116666666666,0,
gpt-5.5_openai-codex,normalization_representation.feature_selection_or_panel_scope_mismatch,12,4,0,0.0,0.0,0.2425007574992425,0.5492424242424243,0.5,0.0,0.0,712.625,1546.2220000000002,852.1966666666666,0,
gpt-5.5_openai-codex,normalization_representation.latent_basis_or_embedding_provenance_mismatch,3,1,0,0.0,0.0,0.5615060804490177,0.8333333333333334,0.8333333333333334,0.0,0.0,601.18,769.364,658.6199999999999,0,
gpt-5.5_openai-codex,normalization_representation.library_chemistry_read_layout_or_file_structure_mismatch,9,3,2,0.2222222222222222,0.06322376231222723,0.5474166563271946,0.7777777777777779,0.8,0.0,0.0,693.17,1934.092,873.9399999999999,0,
gpt-5.5_openai-codex,normalization_representation.wrong_data_layer_or_preprocessing,15,5,6,0.4,0.19824228082594664,0.642535572434923,0.7333333333333333,0.8333333333333334,0.0,0.0,121.06,829.866,360.44933333333336,0,
gpt-5.5_openai-codex,other.unclassified_or_mixed,3,1,0,0.0,0.0,0.5615060804490177,0.75,0.75,0.0,0.0,739.42,908.2520000000001,806.1033333333334,0,
gpt-5.5_openai-codex,qc_control_artifact.technical_artifact_control_or_detection_bias_as_biology,6,2,3,0.5,0.18761280689940868,0.8123871931005913,0.9166666666666666,0.9166666666666667,0.0,0.0,360.145,706.295,394.65166666666664,0,
gpt-5.5_openai-codex,replicate_unit_of_analysis.pooled_vs_stratified_analysis_error,12,4,2,0.16666666666666666,0.04696414761482223,0.44803635738467273,0.6159090909090909,0.55,0.0,0.0,305.565,1546.2220000000002,540.6750000000001,0,
gpt-5.5_openai-codex,rubric_reviewer_dispute.valid_alternative_rubric_tolerance_or_version_problem,3,1,0,0.0,0.0,0.5615060804490177,0.8333333333333334,0.8333333333333334,0.0,0.0,601.18,769.364,658.6199999999999,0,
gpt-5.5_openai-codex,subset_scope_compartment.wrong_denominator_reference_or_abundance_base,18,6,9,0.5,0.2903070395897999,0.7096929604102,0.8095238095238095,0.9285714285714286,0.0,0.0,521.595,7720.826,1738.2994444444446,0,
gpt-5.5_openai-codex,subset_scope_compartment.wrong_entity_cell_cluster_or_region_subset,3,1,3,1.0,0.43849391955098227,1.0,1.0,1.0,0.0,0.0,502.07,613.294,512.0766666666667,0,
gpt-5.5_openai-codex,subset_scope_compartment.wrong_sample_roi_condition_or_timepoint,3,1,0,0.0,0.0,0.5615060804490177,0.25,0.25,0.0,0.0,2262.42,2700.796,2322.3700000000003,0,
gpt-5.5_openai-codex,threshold_resolution_instability.threshold_resolution_topk_or_significance_instability,27,9,8,0.2962962962962963,0.15852853317647564,0.4848103338083759,0.6574675324675325,0.6363636363636364,0.0,0.0,727.18,1772.2740000000001,823.7148148148148,0,
openai_gpt-5.4_pi,ambiguity_definition.under_specified_dataset_task_entity_or_output,3,1,0,0.0,0.0,0.5615060804490177,0.4166666666666667,0.5,0.0,0.0,1485.47,2757.23,1882.63,3,2.468217333333333
openai_gpt-5.4_pi,biological_interpretation.prior_driven_or_overclaimed_biological_interpretation,24,8,15,0.625,0.42709619037907065,0.7884086656636855,0.874549062049062,1.0,0.0,0.0,1523.02,6934.492999999998,3193.2287499999998,24,1.4962367083333332
openai_gpt-5.4_pi,biological_interpretation.sign_direction_temporal_or_trajectory_orientation_error,6,2,0,0.0,0.0,0.3903430336530645,0.6111111111111112,0.5,0.0,0.0,935.43,4125.465,1740.3149999999996,6,2.7128307499999997
openai_gpt-5.4_pi,biological_interpretation.state_identity_program_or_function_conflation,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.6314814814814815,0.8,0.0,0.0,1447.65,3663.38,1751.338888888889,9,3.5764685555555555
openai_gpt-5.4_pi,metric_statistic_mismatch.mechanical_depth_detection_or_sample_size_confound,6,2,6,1.0,0.6096569663469354,0.9999999999999999,1.0,1.0,0.0,0.0,4275.4349999999995,17599.260000000002,7360.421666666666,6,0.9135800833333333
openai_gpt-5.4_pi,metric_statistic_mismatch.null_background_or_control_calibration_error,12,4,4,0.3333333333333333,0.13811783989736134,0.609382412602386,0.8226190476190478,0.8571428571428571,0.0,0.0,1236.005,2064.0240000000003,1296.7908333333335,12,1.8376379583333333
openai_gpt-5.4_pi,metric_statistic_mismatch.pathway_program_or_score_method_mismatch,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.7129629629629629,0.6666666666666666,0.0,0.0,1558.25,2421.242,1773.3777777777777,9,1.6708689444444447
openai_gpt-5.4_pi,metric_statistic_mismatch.wrong_metric_summary_rank_or_association,42,14,18,0.42857142857142855,0.2911742951914822,0.5779402208812553,0.7228432282003711,0.8,0.0,0.0,1292.405,4464.259,2507.277857142857,42,2.2581550714285714
openai_gpt-5.4_pi,normalization_representation.feature_namespace_or_identifier_mismatch,18,6,0,0.0,0.0,0.1758845505823749,0.5125000000000001,0.5,0.0,0.0,1765.46,4489.155,2434.8294444444446,18,2.7402973611111108
openai_gpt-5.4_pi,normalization_representation.feature_selection_or_panel_scope_mismatch,12,4,1,0.08333333333333333,0.014864709450773478,0.35388592179859524,0.5842352092352092,0.5584415584415584,0.0,0.0,1630.19,4269.835,2206.64,12,2.5300391666666666
openai_gpt-5.4_pi,normalization_representation.latent_basis_or_embedding_provenance_mismatch,3,1,0,0.0,0.0,0.5615060804490177,0.7222222222222223,0.8333333333333334,0.0,0.0,1788.36,5527.728,3317.9066666666663,3,5.238288666666666
openai_gpt-5.4_pi,normalization_representation.library_chemistry_read_layout_or_file_structure_mismatch,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.7400673400673401,0.8,0.0,0.0,1447.65,4194.682,1789.6544444444446,9,2.0514937222222223
openai_gpt-5.4_pi,normalization_representation.wrong_data_layer_or_preprocessing,15,5,6,0.4,0.19824228082594664,0.642535572434923,0.7027777777777778,0.8333333333333334,0.0,0.0,248.04,1754.1319999999998,1020.5033333333336,15,1.5682474666666664
openai_gpt-5.4_pi,other.unclassified_or_mixed,3,1,0,0.0,0.0,0.5615060804490177,0.75,0.75,0.0,0.0,855.58,919.436,851.3766666666667,3,1.1927593333333335
openai_gpt-5.4_pi,qc_control_artifact.technical_artifact_control_or_detection_bias_as_biology,6,2,3,0.5,0.18761280689940868,0.8123871931005913,0.8611111111111112,0.9166666666666667,0.0,0.0,1081.965,4125.465,1849.3366666666664,6,2.8758466666666664
openai_gpt-5.4_pi,replicate_unit_of_analysis.pooled_vs_stratified_analysis_error,12,4,5,0.4166666666666667,0.19325746190524654,0.6804926643446272,0.7143939393939394,0.6727272727272727,0.0,0.0,481.65,2344.3779999999997,1073.3041666666663,12,0.8773058333333336
openai_gpt-5.4_pi,rubric_reviewer_dispute.valid_alternative_rubric_tolerance_or_version_problem,3,1,0,0.0,0.0,0.5615060804490177,0.7222222222222223,0.8333333333333334,0.0,0.0,1788.36,5527.728,3317.9066666666663,3,5.238288666666666
openai_gpt-5.4_pi,subset_scope_compartment.wrong_denominator_reference_or_abundance_base,18,6,8,0.4444444444444444,0.24559231101389126,0.6628393057174837,0.7933201058201058,0.8571428571428571,0.0,0.0,862.755,10326.158000000005,3045.3533333333344,18,0.9829691111111111
openai_gpt-5.4_pi,subset_scope_compartment.wrong_entity_cell_cluster_or_region_subset,3,1,2,0.6666666666666666,0.2076549551264879,0.9385096847238394,0.9444444444444445,1.0,0.0,0.0,1558.25,1626.298,1563.3366666666668,3,0.8169915
openai_gpt-5.4_pi,subset_scope_compartment.wrong_sample_roi_condition_or_timepoint,3,1,0,0.0,0.0,0.5615060804490177,0.25,0.25,0.0,0.0,3605.34,3837.5,3659.47,3,8.021887666666666
openai_gpt-5.4_pi,threshold_resolution_instability.threshold_resolution_topk_or_significance_instability,27,9,9,0.3333333333333333,0.1864305444359335,0.5217558012789452,0.657363315696649,0.5454545454545454,0.0,0.0,1447.65,3492.166000000002,1632.9240740740736,27,1.6199946111111114
openai_gpt-5.5_pi,ambiguity_definition.under_specified_dataset_task_entity_or_output,3,1,0,0.0,0.0,0.5615060804490177,0.5833333333333334,0.625,0.0,0.0,3788.0,5120.088,3802.5066666666667,3,3.6797539999999995
openai_gpt-5.5_pi,biological_interpretation.prior_driven_or_overclaimed_biological_interpretation,24,8,14,0.5833333333333334,0.3883433764938864,0.7553265275346177,0.873466810966811,1.0,0.0,0.0,2023.81,10943.997999999996,3584.0554166666675,24,2.184970708333333
openai_gpt-5.5_pi,biological_interpretation.sign_direction_temporal_or_trajectory_orientation_error,6,2,0,0.0,0.0,0.3903430336530645,0.6666666666666666,0.6666666666666667,0.0,0.0,397.755,856.49,451.2583333333334,6,0.8408695
openai_gpt-5.5_pi,biological_interpretation.state_identity_program_or_function_conflation,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.6833333333333333,0.8,0.0,0.0,1099.4,3957.8720000000003,1591.411111111111,9,1.5781284444444443
openai_gpt-5.5_pi,metric_statistic_mismatch.mechanical_depth_detection_or_sample_size_confound,6,2,5,0.8333333333333334,0.43649056343635395,0.9699474141282697,0.9722222222222223,1.0,0.0,0.0,6499.63,15579.165,7393.618333333332,6,1.4531858333333334
openai_gpt-5.5_pi,metric_statistic_mismatch.null_background_or_control_calibration_error,12,4,6,0.5,0.2537781703934222,0.7462218296065778,0.8716931216931219,0.9285714285714286,0.0,0.0,1117.34,2279.7110000000002,1310.3749999999998,12,2.06389525
openai_gpt-5.5_pi,metric_statistic_mismatch.pathway_program_or_score_method_mismatch,9,3,4,0.4444444444444444,0.188775429471914,0.7333526542559703,0.7499999999999999,0.6666666666666666,0.0,0.0,1361.43,4121.022,2045.143333333333,9,2.489531222222222
openai_gpt-5.5_pi,metric_statistic_mismatch.wrong_metric_summary_rank_or_association,42,14,17,0.40476190476190477,0.27042647671209086,0.5550595447182258,0.7509946402803546,0.8257575757575758,0.0,0.0,1003.9749999999999,5401.095999999999,2589.907380952381,42,1.9392797857142856
openai_gpt-5.5_pi,normalization_representation.feature_namespace_or_identifier_mismatch,18,6,0,0.0,0.0,0.1758845505823749,0.6080808080808081,0.6761363636363636,0.0,0.0,2001.415,6054.526,2944.956111111111,18,2.783753555555556
openai_gpt-5.5_pi,normalization_representation.feature_selection_or_panel_scope_mismatch,12,4,0,0.0,0.0,0.2425007574992425,0.5643939393939394,0.5584415584415584,0.0,0.0,900.7850000000001,5535.986000000001,1955.9266666666672,12,1.6847364166666667
openai_gpt-5.5_pi,normalization_representation.latent_basis_or_embedding_provenance_mismatch,3,1,0,0.0,0.0,0.5615060804490177,0.8333333333333334,0.8333333333333334,0.0,0.0,769.34,908.78,780.8000000000001,3,1.3976733333333335
openai_gpt-5.5_pi,normalization_representation.library_chemistry_read_layout_or_file_structure_mismatch,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.8525252525252526,0.8,0.0,0.0,1099.4,5228.796,2043.6744444444444,9,2.5248830000000004
openai_gpt-5.5_pi,normalization_representation.wrong_data_layer_or_preprocessing,15,5,6,0.4,0.19824228082594664,0.642535572434923,0.7166666666666667,0.8333333333333334,0.0,0.0,170.03,1394.0140000000001,542.3086666666668,15,0.9037902
openai_gpt-5.5_pi,other.unclassified_or_mixed,3,1,0,0.0,0.0,0.5615060804490177,0.75,0.75,0.0,0.0,963.82,1013.188,960.0,3,1.9770026666666667
openai_gpt-5.5_pi,qc_control_artifact.technical_artifact_control_or_detection_bias_as_biology,6,2,3,0.5,0.18761280689940868,0.8123871931005913,0.9166666666666666,0.9166666666666667,0.0,0.0,405.22499999999997,856.49,472.415,6,0.9699103333333334
openai_gpt-5.5_pi,replicate_unit_of_analysis.pooled_vs_stratified_analysis_error,12,4,6,0.5,0.2537781703934222,0.7462218296065778,0.7310606060606061,0.7727272727272727,0.0,0.0,410.135,5535.986000000001,1595.0250000000003,12,1.1459438333333332
openai_gpt-5.5_pi,rubric_reviewer_dispute.valid_alternative_rubric_tolerance_or_version_problem,3,1,0,0.0,0.0,0.5615060804490177,0.8333333333333334,0.8333333333333334,0.0,0.0,769.34,908.78,780.8000000000001,3,1.3976733333333335
openai_gpt-5.5_pi,subset_scope_compartment.wrong_denominator_reference_or_abundance_base,18,6,8,0.4444444444444444,0.24559231101389126,0.6628393057174837,0.7863756613756614,0.8571428571428571,0.0,0.0,1296.7849999999999,13608.283000000001,3295.0838888888884,18,1.5042965555555554
openai_gpt-5.5_pi,subset_scope_compartment.wrong_entity_cell_cluster_or_region_subset,3,1,3,1.0,0.43849391955098227,1.0,1.0,1.0,0.0,0.0,818.18,1148.716,886.56,3,1.2174703333333332
openai_gpt-5.5_pi,subset_scope_compartment.wrong_sample_roi_condition_or_timepoint,3,1,0,0.0,0.0,0.5615060804490177,0.25,0.25,0.0,0.0,3800.68,4429.448,3623.93,3,2.5374049999999997
openai_gpt-5.5_pi,threshold_resolution_instability.threshold_resolution_topk_or_significance_instability,27,9,9,0.3333333333333333,0.1864305444359335,0.5217558012789452,0.6937469937469937,0.7272727272727273,0.0,0.0,1231.35,5632.378000000001,2103.092222222222,27,2.0906732962962966
xai_grok-4.20-0309-reasoning_pi,ambiguity_definition.under_specified_dataset_task_entity_or_output,3,1,0,0.0,0.0,0.5615060804490177,0.3333333333333333,0.375,0.0,0.0,514.07,724.254,541.6733333333333,3,0.27054988333333335
xai_grok-4.20-0309-reasoning_pi,biological_interpretation.prior_driven_or_overclaimed_biological_interpretation,24,8,8,0.3333333333333333,0.17971978688379642,0.5329404050591954,0.6887220418470418,0.7207792207792207,0.0,0.0,213.54500000000002,7637.908999999996,1771.0991666666669,24,0.5323524645833334
xai_grok-4.20-0309-reasoning_pi,biological_interpretation.sign_direction_temporal_or_trajectory_orientation_error,6,2,0,0.0,0.0,0.3903430336530645,0.6111111111111112,0.5,0.0,0.0,270.095,597.65,303.585,6,0.34277744166666674
xai_grok-4.20-0309-reasoning_pi,biological_interpretation.state_identity_program_or_function_conflation,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.5722222222222223,0.4666666666666667,0.0,0.0,194.03,639.1020000000003,371.84333333333336,9,0.23551531111111113
xai_grok-4.20-0309-reasoning_pi,metric_statistic_mismatch.mechanical_depth_detection_or_sample_size_confound,6,2,2,0.3333333333333333,0.09676933255921683,0.7000116786584712,0.7430555555555557,0.75,0.0,0.0,5128.3150000000005,10974.720000000001,5412.7283333333335,6,0.8770636333333334
xai_grok-4.20-0309-reasoning_pi,metric_statistic_mismatch.null_background_or_control_calibration_error,12,4,4,0.3333333333333333,0.13811783989736134,0.609382412602386,0.6365079365079366,0.6571428571428571,0.0,0.0,221.585,1410.4770000000003,484.6266666666666,12,0.36392914166666673
xai_grok-4.20-0309-reasoning_pi,metric_statistic_mismatch.pathway_program_or_score_method_mismatch,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.6296296296296295,0.6666666666666666,0.0,0.0,378.06,605.8720000000001,398.39222222222224,9,0.37667843888888886
xai_grok-4.20-0309-reasoning_pi,metric_statistic_mismatch.wrong_metric_summary_rank_or_association,42,14,9,0.21428571428571427,0.11705668531051237,0.3594013789804373,0.5847119150690578,0.5727272727272728,0.0,0.0,265.07,2722.317999999999,1267.2283333333335,42,0.46109558095238096
xai_grok-4.20-0309-reasoning_pi,normalization_representation.feature_namespace_or_identifier_mismatch,18,6,0,0.0,0.0,0.1758845505823749,0.4771885521885522,0.4606060606060606,0.0,0.0,537.58,2611.344,889.4383333333333,18,0.5071203333333334
xai_grok-4.20-0309-reasoning_pi,normalization_representation.feature_selection_or_panel_scope_mismatch,12,4,0,0.0,0.0,0.2425007574992425,0.4727633477633478,0.42857142857142855,0.0,0.0,433.645,752.2930000000001,577.8066666666666,12,0.4793607750000001
xai_grok-4.20-0309-reasoning_pi,normalization_representation.latent_basis_or_embedding_provenance_mismatch,3,1,0,0.0,0.0,0.5615060804490177,0.7222222222222223,0.8333333333333334,0.0,0.0,505.17,653.138,560.4933333333333,3,0.6448534833333334
xai_grok-4.20-0309-reasoning_pi,normalization_representation.library_chemistry_read_layout_or_file_structure_mismatch,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.7010101010101011,0.6363636363636364,0.0,0.0,263.09,2839.636,892.8122222222222,9,0.45104116111111114
xai_grok-4.20-0309-reasoning_pi,normalization_representation.wrong_data_layer_or_preprocessing,15,5,4,0.26666666666666666,0.10897276103182815,0.5195088965768674,0.6333333333333334,0.5,0.0,0.0,140.09,626.936,280.0926666666667,15,0.2873418533333334
xai_grok-4.20-0309-reasoning_pi,other.unclassified_or_mixed,3,1,0,0.0,0.0,0.5615060804490177,0.75,0.75,0.0,0.0,63.01,85.466,71.03333333333333,3,0.21953716666666667
xai_grok-4.20-0309-reasoning_pi,qc_control_artifact.technical_artifact_control_or_detection_bias_as_biology,6,2,2,0.3333333333333333,0.09676933255921683,0.7000116786584712,0.75,0.8333333333333334,0.0,0.0,296.6,597.65,322.92,6,0.4186448833333334
xai_grok-4.20-0309-reasoning_pi,replicate_unit_of_analysis.pooled_vs_stratified_analysis_error,12,4,4,0.3333333333333333,0.13811783989736134,0.609382412602386,0.6553030303030303,0.5227272727272727,0.0,0.0,106.05499999999999,1845.988,611.0649999999999,12,0.32101497500000004
xai_grok-4.20-0309-reasoning_pi,rubric_reviewer_dispute.valid_alternative_rubric_tolerance_or_version_problem,3,1,0,0.0,0.0,0.5615060804490177,0.7222222222222223,0.8333333333333334,0.0,0.0,505.17,653.138,560.4933333333333,3,0.6448534833333334
xai_grok-4.20-0309-reasoning_pi,subset_scope_compartment.wrong_denominator_reference_or_abundance_base,18,6,5,0.2777777777777778,0.12499569146355474,0.5087307754619452,0.6766534391534392,0.6904761904761905,0.0,0.0,199.04500000000002,9782.942000000001,1958.0172222222225,18,0.495209
xai_grok-4.20-0309-reasoning_pi,subset_scope_compartment.wrong_entity_cell_cluster_or_region_subset,3,1,3,1.0,0.43849391955098227,1.0,1.0,1.0,0.0,0.0,206.05,230.906,211.74,3,0.14850218333333337
xai_grok-4.20-0309-reasoning_pi,subset_scope_compartment.wrong_sample_roi_condition_or_timepoint,3,1,0,0.0,0.0,0.5615060804490177,0.25,0.25,0.0,0.0,224.03,1746.654,848.4566666666668,3,0.32959771666666665
xai_grok-4.20-0309-reasoning_pi,threshold_resolution_instability.threshold_resolution_topk_or_significance_instability,27,9,8,0.2962962962962963,0.15852853317647564,0.4848103338083759,0.5782667949334616,0.4666666666666667,0.0,0.0,237.12,1854.9000000000024,595.7007407407408,27,0.35289937037037045
xai_grok-4.3_pi,ambiguity_definition.under_specified_dataset_task_entity_or_output,3,1,0,0.0,0.0,0.5615060804490177,0.375,0.375,0.0,0.0,16.0,19.208000000000002,16.34,3,0.020046083333333336
xai_grok-4.3_pi,biological_interpretation.prior_driven_or_overclaimed_biological_interpretation,24,8,8,0.3333333333333333,0.17971978688379642,0.5329404050591954,0.6959145021645021,0.6363636363636364,0.0,0.0,30.009999999999998,573.881,200.78208333333336,24,0.05430027916666668
xai_grok-4.3_pi,biological_interpretation.sign_direction_temporal_or_trajectory_orientation_error,6,2,0,0.0,0.0,0.3903430336530645,0.5,0.5,0.0,0.0,26.51,309.565,118.52500000000002,6,0.01900735
xai_grok-4.3_pi,biological_interpretation.state_identity_program_or_function_conflation,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.624074074074074,0.6,0.0,0.0,14.0,17.058,13.899999999999999,9,0.01701757777777778
xai_grok-4.3_pi,metric_statistic_mismatch.mechanical_depth_detection_or_sample_size_confound,6,2,3,0.5,0.18761280689940868,0.8123871931005913,0.7916666666666666,0.8125,0.0,0.0,67.50999999999999,435.575,172.03166666666667,6,0.041705116666666674
xai_grok-4.3_pi,metric_statistic_mismatch.null_background_or_control_calibration_error,12,4,2,0.16666666666666666,0.04696414761482223,0.44803635738467273,0.6048941798941799,0.4222222222222222,0.0,0.0,28.509999999999998,316.25700000000006,108.3525,12,0.0430463
xai_grok-4.3_pi,metric_statistic_mismatch.pathway_program_or_score_method_mismatch,9,3,2,0.2222222222222222,0.06322376231222723,0.5474166563271946,0.5509259259259259,0.375,0.0,0.0,22.01,263.838,104.24111111111111,9,0.046438988888888894
xai_grok-4.3_pi,metric_statistic_mismatch.wrong_metric_summary_rank_or_association,42,14,9,0.21428571428571427,0.11705668531051237,0.3594013789804373,0.5780792620078334,0.5357142857142857,0.0,0.0,16.04,379.3859999999999,103.68904761904763,42,0.034876233333333326
xai_grok-4.3_pi,normalization_representation.feature_namespace_or_identifier_mismatch,18,6,0,0.0,0.0,0.1758845505823749,0.44271885521885523,0.375,0.0,0.0,19.0,611.3870000000001,149.24444444444444,18,0.02122982777777778
xai_grok-4.3_pi,normalization_representation.feature_selection_or_panel_scope_mismatch,12,4,0,0.0,0.0,0.2425007574992425,0.3836580086580086,0.30952380952380953,0.0,0.0,18.5,20.909000000000002,16.836666666666666,12,0.021984912500000005
xai_grok-4.3_pi,normalization_representation.latent_basis_or_embedding_provenance_mismatch,3,1,0,0.0,0.0,0.5615060804490177,0.5,0.5,0.0,0.0,20.0,24.808,21.67,3,0.025318433333333334
xai_grok-4.3_pi,normalization_representation.library_chemistry_read_layout_or_file_structure_mismatch,9,3,3,0.3333333333333333,0.12058159868274293,0.6458026525009102,0.7528619528619528,0.6363636363636364,0.0,0.0,14.01,732.4980000000002,279.15777777777777,9,0.02247858888888889
xai_grok-4.3_pi,normalization_representation.wrong_data_layer_or_preprocessing,15,5,4,0.26666666666666666,0.10897276103182815,0.5195088965768674,0.6166666666666667,0.5,0.0,0.0,21.01,192.0519999999999,59.14666666666666,15,0.04083055333333333
xai_grok-4.3_pi,other.unclassified_or_mixed,3,1,2,0.6666666666666666,0.2076549551264879,0.9385096847238394,0.9166666666666666,1.0,0.0,0.0,13.01,13.802,12.339999999999998,3,0.013943033333333334
xai_grok-4.3_pi,qc_control_artifact.technical_artifact_control_or_detection_bias_as_biology,6,2,0,0.0,0.0,0.3903430336530645,0.4166666666666667,0.3333333333333333,0.0,0.0,16.5,23.005000000000003,17.003333333333334,6,0.03574956666666667
xai_grok-4.3_pi,replicate_unit_of_analysis.pooled_vs_stratified_analysis_error,12,4,3,0.25,0.08894003962896138,0.53231033912066,0.5431818181818182,0.45,0.0,0.0,16.54,272.7730000000001,65.35416666666667,12,0.017962170833333336
xai_grok-4.3_pi,rubric_reviewer_dispute.valid_alternative_rubric_tolerance_or_version_problem,3,1,0,0.0,0.0,0.5615060804490177,0.5,0.5,0.0,0.0,20.0,24.808,21.67,3,0.025318433333333334
xai_grok-4.3_pi,subset_scope_compartment.wrong_denominator_reference_or_abundance_base,18,6,5,0.2777777777777778,0.12499569146355474,0.5087307754619452,0.6915343915343916,0.6666666666666666,0.0,0.0,29.005,412.58400000000006,129.52777777777777,18,0.049667025000000004
xai_grok-4.3_pi,subset_scope_compartment.wrong_entity_cell_cluster_or_region_subset,3,1,2,0.6666666666666666,0.2076549551264879,0.9385096847238394,0.9444444444444445,1.0,0.0,0.0,210.03,425.262,272.04,3,0.03997641666666667
